"Mesorhizobium_albiziae_DSM_21822__F3H98_RS13095__NZ_FOSL01000006__8189"	"Mesorhizobium_alhagi_CCNWXJ12-2__MAXJ12_RS33700__NZ_AHAM01000338__11631"	"Mesorhizobium_amorphae_CCNWGS0123__A6B35_RS32510__NZ_CP015322__24487"	"Mesorhizobium_atlanticum_CNPSo_3140__DPM35_RS29960__NZ_QMBQ01000012__26940"	"Mesorhizobium_australicum_WSM2073__MESAU_RS28725__NC_019973__36577"	"Mesorhizobium_camelthorni_CCNWXJ_40-4__G6N73_RS13030__NZ_JAAKZF010000014__38133"	"Mesorhizobium_caraganae_CCBAU_01502__AK97_RS07140__NZ_JHQT01000021__45896"	"Mesorhizobium_carmichaelinearum_ICMP_18942__CKW40_RS39175__NZ_FZQR01000048__56102"	"Mesorhizobium_ciceri_ca181__M1C_RS30625__NZ_CM002796__68331"	"Mesorhizobium_ciceri_CC1192__A4R28_RS22170__NZ_CP015062__72996"	"Mesorhizobium_ciceri_WSM1271__MESCI_RS29285__NC_014923__80880"	"Mesorhizobium_ciceri_WSM1284__A4R29_RS04415__NZ_CP015064__82301"	"Mesorhizobium_delmotii_STM_462__BQ8482_RS31405__NZ_FUIG01000058__97794"	"Mesorhizobium_erdmanii_NZP2014__EB233_RS29255__NZ_CP033361__114719"	"Mesorhizobium_hawassense_AC99b__DPM33_RS28240__NZ_QMBP01000018__117861"	"Mesorhizobium_helmanticense_CSLC115N__C9427_RS31465__NZ_PZJX01000067__128068"	"Mesorhizobium_huakuii_583__HB778_RS39670__NZ_CP050299__135188"	"Mesorhizobium_huakuii_7653R__MCHK_RS32730__NZ_CP006583__141987"	"Mesorhizobium_intechi_BD68__C1D09_RS12075__NZ_PNOT02000138__153433"	"Mesorhizobium_japonicum_MAFF_303099__MAFF_RS25215__NC_002678__158964"	"Mesorhizobium_japonicum_R7A__R7A2020_RS29400__NZ_CP051772__167133"	"Mesorhizobium_jarvisii_ATCC_700743__EB229_RS31495__NZ_CP033507__173679"	"Mesorhizobium_kowhaii_Ach-343__B5V02_RS38025__NZ_MZXV01000084__179980"	"Mesorhizobium_loti_582__HB777_RS39680__NZ_CP050295__188898"	"Mesorhizobium_loti_NZP2037__A9174_RS31175__NZ_CP016079__201421"	"Mesorhizobium_loti_NZP2042__EB815_RS31105__NZ_CP033334__208387"	"Mesorhizobium_loti_R88b__EB235_RS32435__NZ_CP033367__215129"	"Mesorhizobium_loti_SU343__EFV37_RS31500__NZ_CP033368__221680"	"Mesorhizobium_loti_TONO__MLTONO_RS27540__NZ_AP017605__227664"	"Mesorhizobium_metallidurans_STM_2683__MESS2_RS28970__NZ_CAUM01000171__230430"	"Mesorhizobium_muleiense_CGMCC_1.11022__BLT09_RS32845__NZ_FNEE01000043__240898"	"Mesorhizobium_norvegicum_10.2.2__FCU66_RS26455__NZ_SMYZ01000066__248395"	"Mesorhizobium_opportunistum_WSM2075__MESOP_RS31705__NC_015675__261313"	"Mesorhizobium_prunaredense_1__BQ8794_RS14915__NZ_FTPD01000017__262601"	"Mesorhizobium_qingshengii_CGMCC_1.12097__BLS48_RS33750__NZ_FMXM01000057__268882"	"Mesorhizobium_sangaii_DSM_100039__HNQ71_RS32000__NZ_JACHEF010000010__280843"	"Mesorhizobium_sanjuanii_BSA136__CN311_RS15805__NZ_NWQG01000093__284292"	"Mesorhizobium_silamurunense_CCBAU_45272__AU465_RS10905__NZ_LPVS01000038__295011"	"Mesorhizobium_sophorae_ICMP_19535__CGZ66_RS04785__NZ_NNRI01000007__310281"	"Mesorhizobium_sp_113-1-2__JN279_RS35795__NZ_AP023242__319456"	"Mesorhizobium_sp_113-3-3__JG746_RS31625__NZ_AP023243__326008"	"Mesorhizobium_sp_113-3-9__MesoLj_RS33740__NZ_AP023246__333618"	"Mesorhizobium_sp_131-2-1__JG743_RS30480__NZ_AP023247__340017"	"Mesorhizobium_sp_131-2-5__JG740_RS31755__NZ_AP023249__346882"	"Mesorhizobium_sp_131-3-5__JG747_RS34555__NZ_AP023255__354827"	"Mesorhizobium_sp_AA22__A9K68_RS29475__NZ_CP048406__365426"	"Mesorhizobium_sp_AR02__DBIPINDM_007287__contig_2__365827"	"Mesorhizobium_sp_AR07__BPNPMPFG_007271__contig_2__381206"	"Mesorhizobium_sp_AR10__LHFGNBLO_006529__contig_2__382113"	"Mesorhizobium_sp_J8__MJ8_RS06645__NZ_AP024109__400844"	"Mesorhizobium_sp_L-2-11__JG739_RS29435__NZ_AP023257__411475"	"Mesorhizobium_sp_L-8-10__JN280_RS33865__NZ_AP023263__419064"	"Mesorhizobium_sp_L-8-3__JN302_RS33130__NZ_AP023262__426489"	"Mesorhizobium_sp_M1A.F.Ca.IN.022.06.1.1__EJ078_RS10335__NZ_CP034455__429537"	"Mesorhizobium_sp_M1B.F.Ca.ET.045.04.1.1__EJ071_RS06545__NZ_CP034448__434514"	"Mesorhizobium_sp_M1D.F.Ca.ET.043.01.1.1__EJ067_RS18680__NZ_CP034444__444023"	"Mesorhizobium_sp_M1E.F.Ca.ET.045.02.1.1__EJ070_RS02415__NZ_CP034447__447408"	"Mesorhizobium_sp_M2A.F.Ca.ET.043.02.1.1__EJ068_RS13205__NZ_CP034445__456336"	"Mesorhizobium_sp_M2A.F.Ca.ET.043.05.1.1__EJ069_RS26635__NZ_CP034446__465165"	"Mesorhizobium_sp_M2A.F.Ca.ET.046.03.2.1__EJ072_RS16625__NZ_CP034449__469376"	"Mesorhizobium_sp_M3A.F.Ca.ET.080.04.2.1__EJ074_RS18020__NZ_CP034451__476442"	"Mesorhizobium_sp_M4B.F.Ca.ET.058.02.1.1__EJ073_RS22100__NZ_CP034450__482800"	"Mesorhizobium_sp_M6A.T.Cr.TU.016.01.1.1__EJ075_RS15885__NZ_CP034452__487554"	"Mesorhizobium_sp_M7A.F.Ce.TU.012.03.2.1__EJ079_RS09665__NZ_CP034779__492642"	"Mesorhizobium_sp_M7D.F.Ca.US.005.01.1.1__EJ076_RS02165__NZ_CP034453__497488"	"Mesorhizobium_sp_M8A.F.Ca.ET.057.01.1.1__EJ077_RS00925__NZ_CP034454__504012"	"Mesorhizobium_sp_M9A.F.Ca.ET.002.03.1.2__EJ066_RS11985__NZ_CP034443__512024"	"Mesorhizobium_sp_NZP2077__HGP13_RS33695__NZ_CP051293__525936"	"Mesorhizobium_sp_NZP2234__EB230_RS30630__NZ_CP033364__532623"	"Mesorhizobium_sp_NZP2298__EB231_RS32200__NZ_CP033365__539246"	"Mesorhizobium_sp_WSM1497__A9K65_RS31650__NZ_CP021070__551942"	"Mesorhizobium_tamadayense_DSM_28320__EH240_RS31755__NZ_RQXT01000061__558240"	"Mesorhizobium_temperatum_SDW018__CIT26_RS10385__NZ_NPKJ01000037__562745"	"Mesorhizobium_tianshanense_CGMCC_1.2546__IQ26_RS29355__NZ_VLKT01000047__577366"	"Mesorhizobium_waimense_ICMP19557__D3227_RS10685__NZ_QZWZ01000006__585581"	"Mesorhizobium_wenxiniae_WYCCWR_10195__CIT31_RS00995__NZ_NPKH01000001__588292"
"Mesorhizobium_sp_131-2-5__JG740_RS31755__NZ_AP023249__346882"	67.2413793103448	71.3362068965517	68.75	68.9655172413793	68.5344827586207	71.9827586206897	70.6896551724138	68.3189655172414	65.301724137931	65.301724137931	68.5344827586207	92.4568965517241	67.4568965517241	92.2413793103448	69.8275862068966	97.8448275862069	69.8275862068966	67.4568965517241	96.1206896551724	100	97.4137931034483	92.4568965517241	70.9051724137931	70.0431034482759	92.4568965517241	92.2413793103448	97.4137931034483	92.4568965517241	100	67.4568965517241	65.5172413793103	96.7672413793103	68.5344827586207	67.6724137931034	67.4568965517241	70.9051724137931	96.1206896551724	71.3362068965517	65.948275862069	100	100	100	100	100	99.5689655172414	93.9655172413793	70.0431034482759	70.2586206896552	70.0431034482759	69.3965517241379	100	99.7844827586207	100	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	65.301724137931	65.5172413793103	65.5172413793103	95.9051724137931	96.7672413793103	100	68.1034482758621	71.551724137931	75.2155172413793	71.1206896551724	65.301724137931	65.5172413793103
"Mesorhizobium_sp_131-3-5__JG747_RS34555__NZ_AP023255__354827"	67.0258620689655	71.1206896551724	68.5344827586207	68.75	68.3189655172414	71.7672413793103	70.2586206896552	67.8879310344828	65.0862068965517	65.0862068965517	68.3189655172414	92.0258620689655	67.2413793103448	91.8103448275862	69.6120689655172	97.4137931034483	69.6120689655172	67.0258620689655	95.6896551724138	99.5689655172414	96.9827586206897	92.0258620689655	70.4741379310345	69.8275862068966	92.0258620689655	91.8103448275862	96.9827586206897	92.0258620689655	99.5689655172414	67.2413793103448	65.301724137931	96.3362068965517	68.3189655172414	67.4568965517241	67.0258620689655	70.4741379310345	95.6896551724138	70.9051724137931	65.7327586206897	99.5689655172414	99.5689655172414	99.5689655172414	99.5689655172414	99.5689655172414	100	93.5344827586207	69.8275862068966	70.0431034482759	69.8275862068966	69.1810344827586	99.5689655172414	99.3534482758621	99.5689655172414	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.0862068965517	65.0862068965517	65.301724137931	65.301724137931	95.4741379310345	96.3362068965517	99.5689655172414	67.8879310344828	71.1206896551724	75	70.6896551724138	65.0862068965517	65.301724137931
"Mesorhizobium_sp_AA22__A9K68_RS29475__NZ_CP048406__365426"	67.4568965517241	70.4741379310345	68.5344827586207	69.6120689655172	68.1034482758621	71.1206896551724	70.0431034482759	68.3189655172414	64.6551724137931	64.6551724137931	68.1034482758621	95.4741379310345	67.4568965517241	92.4568965517241	69.3965517241379	93.3189655172414	70.2586206896552	67.4568965517241	93.5344827586207	93.9655172413793	93.3189655172414	92.6724137931034	70.4741379310345	70.0431034482759	92.6724137931034	92.4568965517241	93.3189655172414	92.6724137931034	93.9655172413793	67.4568965517241	64.8706896551724	93.75	68.1034482758621	67.6724137931034	67.4568965517241	70.4741379310345	93.3189655172414	71.1206896551724	67.0258620689655	93.9655172413793	93.9655172413793	93.9655172413793	93.9655172413793	93.9655172413793	93.5344827586207	100	70.0431034482759	70.2586206896552	70.0431034482759	68.5344827586207	93.9655172413793	93.75	93.9655172413793	64.8706896551724	64.8706896551724	64.8706896551724	64.8706896551724	64.8706896551724	64.8706896551724	64.8706896551724	64.8706896551724	64.8706896551724	64.8706896551724	64.6551724137931	64.6551724137931	64.8706896551724	64.8706896551724	93.1034482758621	93.5344827586207	93.9655172413793	67.8879310344828	70.9051724137931	75.2155172413793	70.6896551724138	65.948275862069	64.8706896551724
"Mesorhizobium_sp_AR02__DBIPINDM_007287__contig_2__365827"	75.6465517241379	79.0948275862069	75.8620689655172	75.4310344827586	79.7413793103448	78.8793103448276	80.1724137931034	79.0948275862069	73.0603448275862	73.0603448275862	79.7413793103448	70.4741379310345	79.5258620689655	70.4741379310345	78.448275862069	70.0431034482759	99.7844827586207	74.7844827586207	71.551724137931	70.0431034482759	70.6896551724138	70.4741379310345	79.7413793103448	100	70.4741379310345	70.4741379310345	70.6896551724138	70.4741379310345	70.0431034482759	79.9568965517241	73.2758620689655	70.6896551724138	79.7413793103448	80.1724137931034	74.7844827586207	81.25	71.1206896551724	77.1551724137931	73.4913793103448	70.0431034482759	70.0431034482759	70.0431034482759	70.0431034482759	70.0431034482759	69.8275862068966	70.0431034482759	100	99.7844827586207	100	76.7241379310345	70.0431034482759	69.8275862068966	70.0431034482759	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.0603448275862	73.0603448275862	73.2758620689655	73.2758620689655	70.9051724137931	70.4741379310345	70.0431034482759	79.7413793103448	81.25	78.0172413793103	80.3879310344828	72.4137931034483	73.4913793103448
"Mesorhizobium_sp_AR07__BPNPMPFG_007271__contig_2__381206"	75.6465517241379	79.0948275862069	75.8620689655172	75.4310344827586	79.5258620689655	78.8793103448276	80.1724137931034	79.0948275862069	73.0603448275862	73.0603448275862	79.5258620689655	70.6896551724138	79.3103448275862	70.6896551724138	78.448275862069	70.2586206896552	99.5689655172414	74.5689655172414	71.7672413793103	70.2586206896552	70.9051724137931	70.6896551724138	79.7413793103448	99.7844827586207	70.6896551724138	70.6896551724138	70.9051724137931	70.6896551724138	70.2586206896552	79.7413793103448	73.2758620689655	70.9051724137931	79.5258620689655	79.9568965517241	74.5689655172414	81.25	71.3362068965517	77.1551724137931	73.4913793103448	70.2586206896552	70.2586206896552	70.2586206896552	70.2586206896552	70.2586206896552	70.0431034482759	70.2586206896552	99.7844827586207	100	99.7844827586207	76.7241379310345	70.2586206896552	70.0431034482759	70.2586206896552	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.0603448275862	73.0603448275862	73.2758620689655	73.2758620689655	71.1206896551724	70.6896551724138	70.2586206896552	79.5258620689655	81.25	78.0172413793103	80.3879310344828	72.4137931034483	73.4913793103448
"Mesorhizobium_sp_AR10__LHFGNBLO_006529__contig_2__382113"	75.6465517241379	79.0948275862069	75.8620689655172	75.4310344827586	79.7413793103448	78.8793103448276	80.1724137931034	79.0948275862069	73.0603448275862	73.0603448275862	79.7413793103448	70.4741379310345	79.5258620689655	70.4741379310345	78.448275862069	70.0431034482759	99.7844827586207	74.7844827586207	71.551724137931	70.0431034482759	70.6896551724138	70.4741379310345	79.7413793103448	100	70.4741379310345	70.4741379310345	70.6896551724138	70.4741379310345	70.0431034482759	79.9568965517241	73.2758620689655	70.6896551724138	79.7413793103448	80.1724137931034	74.7844827586207	81.25	71.1206896551724	77.1551724137931	73.4913793103448	70.0431034482759	70.0431034482759	70.0431034482759	70.0431034482759	70.0431034482759	69.8275862068966	70.0431034482759	100	99.7844827586207	100	76.7241379310345	70.0431034482759	69.8275862068966	70.0431034482759	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.2758620689655	73.0603448275862	73.0603448275862	73.2758620689655	73.2758620689655	70.9051724137931	70.4741379310345	70.0431034482759	79.7413793103448	81.25	78.0172413793103	80.3879310344828	72.4137931034483	73.4913793103448
"Mesorhizobium_sp_J8__MJ8_RS06645__NZ_AP024109__400844"	73.9224137931034	78.448275862069	78.8793103448276	85.5603448275862	72.8448275862069	78.448275862069	77.801724137931	71.1206896551724	68.75	69.1810344827586	72.8448275862069	68.5344827586207	72.8448275862069	68.9655172413793	75.2155172413793	69.3965517241379	76.5086206896552	70.0431034482759	70.0431034482759	69.3965517241379	69.3965517241379	68.9655172413793	78.2327586206897	76.7241379310345	68.9655172413793	68.9655172413793	69.3965517241379	68.9655172413793	69.3965517241379	73.2758620689655	69.1810344827586	69.3965517241379	72.8448275862069	73.4913793103448	70.0431034482759	78.2327586206897	69.6120689655172	77.801724137931	71.3362068965517	69.3965517241379	69.3965517241379	69.3965517241379	69.3965517241379	69.3965517241379	69.1810344827586	68.5344827586207	76.7241379310345	76.7241379310345	76.7241379310345	100	69.3965517241379	69.1810344827586	69.3965517241379	69.1810344827586	68.9655172413793	68.9655172413793	69.1810344827586	68.9655172413793	68.9655172413793	68.9655172413793	68.9655172413793	68.9655172413793	68.9655172413793	69.1810344827586	69.1810344827586	68.9655172413793	69.1810344827586	69.3965517241379	69.3965517241379	69.3965517241379	73.4913793103448	77.801724137931	76.7241379310345	78.0172413793103	70.4741379310345	68.75
"Mesorhizobium_sp_L-2-11__JG739_RS29435__NZ_AP023257__411475"	67.2413793103448	71.3362068965517	68.75	68.9655172413793	68.5344827586207	71.9827586206897	70.6896551724138	68.3189655172414	65.301724137931	65.301724137931	68.5344827586207	92.4568965517241	67.4568965517241	92.2413793103448	69.8275862068966	97.8448275862069	69.8275862068966	67.4568965517241	96.1206896551724	100	97.4137931034483	92.4568965517241	70.9051724137931	70.0431034482759	92.4568965517241	92.2413793103448	97.4137931034483	92.4568965517241	100	67.4568965517241	65.5172413793103	96.7672413793103	68.5344827586207	67.6724137931034	67.4568965517241	70.9051724137931	96.1206896551724	71.3362068965517	65.948275862069	100	100	100	100	100	99.5689655172414	93.9655172413793	70.0431034482759	70.2586206896552	70.0431034482759	69.3965517241379	100	99.7844827586207	100	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	65.301724137931	65.5172413793103	65.5172413793103	95.9051724137931	96.7672413793103	100	68.1034482758621	71.551724137931	75.2155172413793	71.1206896551724	65.301724137931	65.5172413793103
"Mesorhizobium_sp_L-8-10__JN280_RS33865__NZ_AP023263__419064"	67.2413793103448	71.1206896551724	68.5344827586207	68.75	68.3189655172414	71.7672413793103	70.4741379310345	68.1034482758621	65.5172413793103	65.0862068965517	68.3189655172414	92.2413793103448	67.2413793103448	92.0258620689655	69.6120689655172	97.6293103448276	69.6120689655172	67.2413793103448	95.9051724137931	99.7844827586207	97.198275862069	92.2413793103448	70.6896551724138	69.8275862068966	92.2413793103448	92.0258620689655	97.198275862069	92.2413793103448	99.7844827586207	67.2413793103448	65.301724137931	96.551724137931	68.3189655172414	67.4568965517241	67.2413793103448	70.6896551724138	95.9051724137931	71.1206896551724	66.1637931034483	99.7844827586207	99.7844827586207	99.7844827586207	99.7844827586207	99.7844827586207	99.3534482758621	93.75	69.8275862068966	70.0431034482759	69.8275862068966	69.1810344827586	99.7844827586207	100	99.7844827586207	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.301724137931	65.0862068965517	65.0862068965517	65.301724137931	65.301724137931	95.6896551724138	96.551724137931	99.7844827586207	67.8879310344828	71.3362068965517	75	70.9051724137931	65.5172413793103	65.301724137931
"Mesorhizobium_sp_L-8-3__JN302_RS33130__NZ_AP023262__426489"	67.2413793103448	71.3362068965517	68.75	68.9655172413793	68.5344827586207	71.9827586206897	70.6896551724138	68.3189655172414	65.301724137931	65.301724137931	68.5344827586207	92.4568965517241	67.4568965517241	92.2413793103448	69.8275862068966	97.8448275862069	69.8275862068966	67.4568965517241	96.1206896551724	100	97.4137931034483	92.4568965517241	70.9051724137931	70.0431034482759	92.4568965517241	92.2413793103448	97.4137931034483	92.4568965517241	100	67.4568965517241	65.5172413793103	96.7672413793103	68.5344827586207	67.6724137931034	67.4568965517241	70.9051724137931	96.1206896551724	71.3362068965517	65.948275862069	100	100	100	100	100	99.5689655172414	93.9655172413793	70.0431034482759	70.2586206896552	70.0431034482759	69.3965517241379	100	99.7844827586207	100	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	65.301724137931	65.5172413793103	65.5172413793103	95.9051724137931	96.7672413793103	100	68.1034482758621	71.551724137931	75.2155172413793	71.1206896551724	65.301724137931	65.5172413793103
"Mesorhizobium_sp_M1A.F.Ca.IN.022.06.1.1__EJ078_RS10335__NZ_CP034455__429537"	69.1810344827586	67.0258620689655	67.2413793103448	68.5344827586207	73.7068965517241	67.2413793103448	69.6120689655172	67.2413793103448	98.7068965517241	98.4913793103448	73.7068965517241	64.6551724137931	73.0603448275862	64.2241379310345	69.6120689655172	65.301724137931	73.0603448275862	70.0431034482759	65.5172413793103	65.5172413793103	65.7327586206897	64.4396551724138	69.8275862068966	73.2758620689655	64.4396551724138	64.2241379310345	65.7327586206897	64.4396551724138	65.5172413793103	73.0603448275862	100	66.1637931034483	73.7068965517241	73.2758620689655	70.0431034482759	71.1206896551724	65.301724137931	70.4741379310345	66.1637931034483	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	64.8706896551724	73.2758620689655	73.2758620689655	73.2758620689655	69.1810344827586	65.5172413793103	65.301724137931	65.5172413793103	100	99.3534482758621	99.3534482758621	100	99.3534482758621	99.3534482758621	99.3534482758621	99.3534482758621	99.3534482758621	99.7844827586207	98.7068965517241	98.4913793103448	99.3534482758621	100	65.0862068965517	65.5172413793103	65.5172413793103	73.7068965517241	71.1206896551724	68.3189655172414	69.3965517241379	65.7327586206897	99.5689655172414
"Mesorhizobium_sp_M1B.F.Ca.ET.045.04.1.1__EJ071_RS06545__NZ_CP034448__434514"	68.9655172413793	66.8103448275862	67.2413793103448	68.5344827586207	73.7068965517241	67.0258620689655	69.3965517241379	67.4568965517241	98.9224137931034	99.1379310344828	73.7068965517241	64.6551724137931	73.0603448275862	64.2241379310345	69.8275862068966	65.301724137931	73.0603448275862	69.8275862068966	65.5172413793103	65.5172413793103	65.7327586206897	64.4396551724138	69.6120689655172	73.2758620689655	64.4396551724138	64.2241379310345	65.7327586206897	64.4396551724138	65.5172413793103	73.0603448275862	99.3534482758621	66.1637931034483	73.7068965517241	73.2758620689655	69.8275862068966	70.9051724137931	65.301724137931	70.2586206896552	65.948275862069	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	64.8706896551724	73.2758620689655	73.2758620689655	73.2758620689655	68.9655172413793	65.5172413793103	65.301724137931	65.5172413793103	99.3534482758621	100	100	99.3534482758621	100	100	100	100	100	99.5689655172414	99.3534482758621	99.1379310344828	100	99.3534482758621	65.0862068965517	65.5172413793103	65.5172413793103	73.7068965517241	70.9051724137931	68.1034482758621	69.1810344827586	65.5172413793103	99.3534482758621
"Mesorhizobium_sp_M1D.F.Ca.ET.043.01.1.1__EJ067_RS18680__NZ_CP034444__444023"	68.9655172413793	66.8103448275862	67.2413793103448	68.5344827586207	73.7068965517241	67.0258620689655	69.3965517241379	67.4568965517241	98.9224137931034	99.1379310344828	73.7068965517241	64.6551724137931	73.0603448275862	64.2241379310345	69.8275862068966	65.301724137931	73.0603448275862	69.8275862068966	65.5172413793103	65.5172413793103	65.7327586206897	64.4396551724138	69.6120689655172	73.2758620689655	64.4396551724138	64.2241379310345	65.7327586206897	64.4396551724138	65.5172413793103	73.0603448275862	99.3534482758621	66.1637931034483	73.7068965517241	73.2758620689655	69.8275862068966	70.9051724137931	65.301724137931	70.2586206896552	65.948275862069	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	64.8706896551724	73.2758620689655	73.2758620689655	73.2758620689655	68.9655172413793	65.5172413793103	65.301724137931	65.5172413793103	99.3534482758621	100	100	99.3534482758621	100	100	100	100	100	99.5689655172414	99.3534482758621	99.1379310344828	100	99.3534482758621	65.0862068965517	65.5172413793103	65.5172413793103	73.7068965517241	70.9051724137931	68.1034482758621	69.1810344827586	65.5172413793103	99.3534482758621
"Mesorhizobium_sp_M1E.F.Ca.ET.045.02.1.1__EJ070_RS02415__NZ_CP034447__447408"	69.1810344827586	67.0258620689655	67.2413793103448	68.5344827586207	73.7068965517241	67.2413793103448	69.6120689655172	67.2413793103448	98.7068965517241	98.4913793103448	73.7068965517241	64.6551724137931	73.0603448275862	64.2241379310345	69.6120689655172	65.301724137931	73.0603448275862	70.0431034482759	65.5172413793103	65.5172413793103	65.7327586206897	64.4396551724138	69.8275862068966	73.2758620689655	64.4396551724138	64.2241379310345	65.7327586206897	64.4396551724138	65.5172413793103	73.0603448275862	100	66.1637931034483	73.7068965517241	73.2758620689655	70.0431034482759	71.1206896551724	65.301724137931	70.4741379310345	66.1637931034483	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	64.8706896551724	73.2758620689655	73.2758620689655	73.2758620689655	69.1810344827586	65.5172413793103	65.301724137931	65.5172413793103	100	99.3534482758621	99.3534482758621	100	99.3534482758621	99.3534482758621	99.3534482758621	99.3534482758621	99.3534482758621	99.7844827586207	98.7068965517241	98.4913793103448	99.3534482758621	100	65.0862068965517	65.5172413793103	65.5172413793103	73.7068965517241	71.1206896551724	68.3189655172414	69.3965517241379	65.7327586206897	99.5689655172414
"Mesorhizobium_sp_M2A.F.Ca.ET.043.02.1.1__EJ068_RS13205__NZ_CP034445__456336"	68.9655172413793	66.8103448275862	67.2413793103448	68.5344827586207	73.7068965517241	67.0258620689655	69.3965517241379	67.4568965517241	98.9224137931034	99.1379310344828	73.7068965517241	64.6551724137931	73.0603448275862	64.2241379310345	69.8275862068966	65.301724137931	73.0603448275862	69.8275862068966	65.5172413793103	65.5172413793103	65.7327586206897	64.4396551724138	69.6120689655172	73.2758620689655	64.4396551724138	64.2241379310345	65.7327586206897	64.4396551724138	65.5172413793103	73.0603448275862	99.3534482758621	66.1637931034483	73.7068965517241	73.2758620689655	69.8275862068966	70.9051724137931	65.301724137931	70.2586206896552	65.948275862069	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	64.8706896551724	73.2758620689655	73.2758620689655	73.2758620689655	68.9655172413793	65.5172413793103	65.301724137931	65.5172413793103	99.3534482758621	100	100	99.3534482758621	100	100	100	100	100	99.5689655172414	99.3534482758621	99.1379310344828	100	99.3534482758621	65.0862068965517	65.5172413793103	65.5172413793103	73.7068965517241	70.9051724137931	68.1034482758621	69.1810344827586	65.5172413793103	99.3534482758621
"Mesorhizobium_sp_M2A.F.Ca.ET.043.05.1.1__EJ069_RS26635__NZ_CP034446__465165"	68.9655172413793	66.8103448275862	67.2413793103448	68.5344827586207	73.7068965517241	67.0258620689655	69.3965517241379	67.4568965517241	98.9224137931034	99.1379310344828	73.7068965517241	64.6551724137931	73.0603448275862	64.2241379310345	69.8275862068966	65.301724137931	73.0603448275862	69.8275862068966	65.5172413793103	65.5172413793103	65.7327586206897	64.4396551724138	69.6120689655172	73.2758620689655	64.4396551724138	64.2241379310345	65.7327586206897	64.4396551724138	65.5172413793103	73.0603448275862	99.3534482758621	66.1637931034483	73.7068965517241	73.2758620689655	69.8275862068966	70.9051724137931	65.301724137931	70.2586206896552	65.948275862069	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	64.8706896551724	73.2758620689655	73.2758620689655	73.2758620689655	68.9655172413793	65.5172413793103	65.301724137931	65.5172413793103	99.3534482758621	100	100	99.3534482758621	100	100	100	100	100	99.5689655172414	99.3534482758621	99.1379310344828	100	99.3534482758621	65.0862068965517	65.5172413793103	65.5172413793103	73.7068965517241	70.9051724137931	68.1034482758621	69.1810344827586	65.5172413793103	99.3534482758621
"Mesorhizobium_sp_M2A.F.Ca.ET.046.03.2.1__EJ072_RS16625__NZ_CP034449__469376"	68.9655172413793	66.8103448275862	67.2413793103448	68.5344827586207	73.7068965517241	67.0258620689655	69.3965517241379	67.4568965517241	98.9224137931034	99.1379310344828	73.7068965517241	64.6551724137931	73.0603448275862	64.2241379310345	69.8275862068966	65.301724137931	73.0603448275862	69.8275862068966	65.5172413793103	65.5172413793103	65.7327586206897	64.4396551724138	69.6120689655172	73.2758620689655	64.4396551724138	64.2241379310345	65.7327586206897	64.4396551724138	65.5172413793103	73.0603448275862	99.3534482758621	66.1637931034483	73.7068965517241	73.2758620689655	69.8275862068966	70.9051724137931	65.301724137931	70.2586206896552	65.948275862069	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.5172413793103	65.301724137931	64.8706896551724	73.2758620689655	73.2758620689655	73.2758620689655	68.9655172413793	65.5172413793103	65.301724137931	65.5172413793103	99.3534482758621	100	100	99.3534482758621	100	100	100	100	100	99.5689655172414	99.3534482758621	99.1379310344828	100	99.3534482758621	65.0862068965517	65.5172413793103	65.5172413793103	73.7068965517241	70.9051724137931	68.1034482758621	69.1810344827586	65.5172413793103	99.3534482758621
